Filename,Description
3-121348-A-9.wav,The sound is of a bird cawing loudly and repetitively.
3-257858-A-2.wav,This is the sound of a pig oinking repeatedly.
5-212736-A-17.wav,The sound of liquid being poured into a container.
4-144085-A-16.wav,The sound is that of strong wind blowing.
2-83688-A-34.wav,A can is being opened.
4-156227-A-9.wav,The sound is of a bird cawing sharply and repetitively.
5-117118-A-42.wav,"It is a siren, specifically a civil defense siren, which is used as an alert for various emergency situations."
2-109371-B-16.wav,It is the sound of a car driving on the road.
4-213915-B-3.wav,The sound is of a vehicle engine revving very high.
1-155858-F-25.wav,"The sound is of someone walking on a hard surface, likely pavement or concrete."
1-34853-A-37.wav,It is an alarm sound.
4-172180-A-32.wav,Typing on a keyboard.
2-166644-C-2.wav,This is the sound of a pig oinking repeatedly.
5-207681-A-24.wav,It is a cough.
5-177034-A-18.wav,This is the sound of a toilet being flushed.
3-102583-B-49.wav,It is the sound of a person sawing wood.
4-171706-A-23.wav,This is the sound of a person sniffing.
5-127990-A-2.wav,This is the sound of a pig oinking and squealing.
5-243783-A-44.wav,It is the sound of an engine idling.
3-101381-A-33.wav,A door with creaky hinges is being opened and closed.
2-43802-A-42.wav,Sirens can be heard in the distance.
3-172881-A-48.wav,This is the sound of fireworks.
4-165791-A-45.wav,It is the sound of a train running on railroad tracks passing by.
5-238492-A-23.wav,It is a human voice sighing.
4-168446-A-45.wav,It is the sound of a train passing by.
1-187207-A-20.wav,A baby cries nearby.
2-135649-B-45.wav,This is the sound of a subway train running on railroad tracks passing by.
2-182508-B-8.wav,A flock of sheep making noises.
3-187549-B-6.wav,"This is the sound of a rooster, specifically a rooster crowing."
3-132852-A-10.wav,It is the sound of water dropping.
2-96654-A-47.wav,The sound is that of a large aircraft taking off with booming engines.
4-181362-A-13.wav,Crickets chirping in the distance.
5-180229-A-27.wav,The sound is of someone brushing their teeth.
2-92627-A-27.wav,The sound is of someone brushing their teeth.
2-141681-B-36.wav,This is the sound of a subway train running on railroad tracks passing by.
3-70962-A-4.wav,The sound is of a frog croaking nearby.
3-151557-B-28.wav,It is the sound of someone snoring.
5-242491-A-14.wav,The sound is of birds chirping lightly throughout the entire duration.
2-39443-A-19.wav,This is the sound of a thunderstorm with distant thunder and wind.
5-242490-A-14.wav,The sound is of birds chirping lightly throughout the entire duration of the audio.
2-75726-A-6.wav,The sound is of a rooster crowing.
4-157296-A-24.wav,It is a cough.
2-62226-A-26.wav,It is the sound of people laughing.
1-208757-E-2.wav,This is the sound of a pig oinking repeatedly.
1-43807-B-47.wav,A small plane with a propeller is flying overhead.
1-51036-A-16.wav,The sound is that of ocean waves crashing onto the shore.
3-166125-A-23.wav,It is a sigh.
1-51037-A-16.wav,The sound is of ocean waves crashing onto the shore.
3-253081-A-2.wav,This is the sound of a person eating food with their mouth open.
3-118069-B-27.wav,This is the sound of someone brushing their teeth.
2-102414-D-17.wav,The sound is of liquid being poured from one vessel into another.
4-207124-A-0.wav,A dog barks continuously.
5-249937-A-22.wav,It is the sound of a crowd clapping.
4-163697-A-13.wav,Crickets chirping.
2-87282-A-34.wav,A can is being opened.
1-30344-A-0.wav,A dog barks continuously.
1-18755-B-4.wav,"This sound is that of a vehicle, specifically a water vehicle, such as a boat."
3-124600-A-19.wav,This is the sound of a thunderstorm with distant thunder and rain falling.
5-217158-A-0.wav,A dog barks sharply and repetitively.
1-211527-C-20.wav,It's a baby crying.
1-40154-A-46.wav,"The sound is that of a bell, specifically a church bell, throughout the entire duration of the audio."
3-185313-A-31.wav,Typing on a keyboard.
3-203373-A-39.wav,The sound is that of a glass bottle being dropped on the ground.
5-261464-A-23.wav,It is a human voice sighing.
5-194899-D-3.wav,"The sound is that of a bovine, specifically a bull, making noise."
4-234879-A-6.wav,It is the sound of a rooster crowing in the morning.
5-181458-A-33.wav,A door with creaky or rusty hinges squeaking.
2-110613-A-13.wav,It is a respiratory sound associated with a sneeze.
1-50455-A-44.wav,It is the sound of an engine idling loudly.
3-152020-C-36.wav,"It is the sound of a car engine starting up, revving a couple of times and then idling."
1-50454-A-44.wav,It is the sound of an engine idling.
4-167063-A-11.wav,The sound is of ocean waves crashing onto the shore.
2-85945-A-18.wav,It is the sound of a toilet being flushed.
4-119647-A-48.wav,This is the sound of fireworks.
3-193767-A-47.wav,It is the sound of a fixed-wing aircraft - airplane.
3-118656-A-41.wav,It is the sound of a light engine with a high frequency.
5-243448-A-14.wav,The sound is of birds chirping lightly throughout the entire duration of the audio.
3-118657-A-41.wav,"It is the sound of a small engine starting up, revving a couple of times and then idling."
3-145577-A-43.wav,It is the sound of a car horn honking continuously.
2-127108-A-38.wav,The sound is that of a clock ticking.
2-76408-A-22.wav,This is the sound of people clapping.
4-188293-A-15.wav,The sound is that of water dripping continuously.
5-243449-A-14.wav,The sound is of a bird calling and chirping.
2-114254-A-30.wav,The sound is that of a door being knocked.
4-182314-B-7.wav,It is the buzzing of a mosquito.
4-218304-A-25.wav,It is the sound of someone walking through dirt or sand.
1-51805-B-33.wav,It is the sound of a door being opened and closed repeatedly.
1-69422-A-3.wav,This is the sound of a cow moaning.
1-30214-A-18.wav,A toilet is being flushed.
3-97909-B-49.wav,It is the sound of a person sawing through wood.
1-172649-A-40.wav,It is an engine idling sound.
5-170338-A-41.wav,A small vehicle motor is running. It accelerates and then decelerates within the audio timeframe.
5-203128-B-0.wav,A dog barks continuously.
5-200461-B-11.wav,The sound is of ocean waves crashing onto the shore.
2-96033-A-13.wav,The sound is that of a vehicle engine idling.
1-26222-A-10.wav,It is the sound of water flowing continuously.
4-169508-A-37.wav,It is the sound of an alarm clock.
3-141684-A-21.wav,It is a sneeze.
3-71964-A-4.wav,This is the sound of a frog croaking.
4-164661-A-12.wav,The sound is that of a fire crackling.
1-22882-A-44.wav,It is the sound of an engine idling loudly.
4-212604-B-15.wav,It is the sound of water dripping.
2-119161-B-8.wav,A group of sheep making noises.
3-164216-B-6.wav,This is the sound of a rooster crowing.
5-189212-A-12.wav,The sound is that of a fire crackling.
4-181955-A-3.wav,The sound is that of several cows mooing in unison.
2-117795-B-3.wav,The sound is that of a calf crying.
4-188033-A-38.wav,The sound is that of a clock ticking.
5-216216-A-13.wav,This is the sound of a cricket chirping in the evening.
4-172734-A-36.wav,The audio contains domestic sounds including home sounds and the sound of a hair dryer throughout its duration.
4-132803-A-26.wav,It is a human voice with laughter.
2-81731-A-10.wav,The sound is that of water dripping onto a surface.
5-169983-A-5.wav,This sound is of a cat meowing a few times.
5-215005-A-32.wav,Typing on a keyboard.
2-125966-A-11.wav,The sound of water flowing and bubbling.
1-254507-A-43.wav,A vehicle honk passing by.
4-216349-A-34.wav,A can is being opened and closed repeatedly.
5-171118-A-26.wav,It is the sound of people laughing.
3-120526-B-37.wav,It is the sound of an alarm clock going off.
2-73027-A-10.wav,It is the sound of heavy rainfall.
1-202111-A-3.wav,"This is the sound of a large animal, likely a cow, making a low sound."
1-65483-A-13.wav,"This is the sound of an engine idling. An engine idles when it is turned on but is not in use. It runs at a constant speed and produces a steady sound. The sound of an engine idling can be heard in cars, trucks, and other types of vehicles. It is a common sound in everyday life and can be heard on the road or in parking lots."
3-118972-A-41.wav,A light engine with high frequency resembling a chainsaw.
4-176638-A-43.wav,"A motor vehicle engine is idling, and then a car horn honks several times nearby."
2-70936-A-42.wav,"It is the sound of an emergency vehicle, specifically a siren from a fire engine - fire truck."
2-54962-A-23.wav,It is a sigh.
4-171396-A-24.wav,It is a cough.
2-196688-A-8.wav,A large group of farm animals bleat in unison.
2-52789-A-4.wav,This is the sound of a vehicle or boat - water vehicle.
1-68670-A-34.wav,It is the sound of a bottle being opened with a crowbar.
1-32373-A-35.wav,It is the sound of an engine idling.
3-142006-A-10.wav,It is the sound of water flowing continuously.
4-210000-B-23.wav,It is a human voice and sigh.
4-186962-A-44.wav,It is the sound of a motorcycle engine idling.
5-262957-A-22.wav,It is the sound of an engine idling.
5-156026-D-4.wav,It is the sound of a frog croaking at various intervals.
5-223810-A-35.wav,It is the sound of dishes and silverware rattling together.
4-99193-B-4.wav,This is the sound of a frog croaking repeatedly.
5-232272-A-44.wav,It is the sound of an engine idling.
2-110417-B-28.wav,It is a sound of a person snoring.
4-181955-C-3.wav,This is a sound of cattle mooing.
1-43764-A-34.wav,This is the sound of a bottle being opened with a bottle opener.
1-32579-A-29.wav,The sound is that of a person swallowing water.
1-34094-A-5.wav,Cats meowing nearby.
4-172736-B-36.wav,This is the sound of an airplane engine chugging and running throughout the duration of the clip.
3-144028-A-0.wav,It is the sound of a dog barking continuously.
4-145006-A-18.wav,It is the sound of a toilet being flushed.
3-71964-C-4.wav,Frogs croaking nearby.
1-42139-A-38.wav,The sound is that of a clock ticking.
4-187384-A-34.wav,The sound of a can being opened and a drink being poured.
3-172179-A-31.wav,This is the sound of a mouse clicking repeatedly.
1-47709-A-16.wav,The sound is of strong wind blowing continuously.
1-24524-A-19.wav,This is the sound of a thunderstorm with distant thunder and rain falling.
4-185613-A-32.wav,Typing on a keyboard.
1-21421-A-46.wav,"The sound is that of a bell ringing, specifically change ringing which is a form of campanology, involving the ringing of a set of bells in a controlled manner to produce variations in their striking sequences."
1-22694-B-20.wav,It's a baby crying.
1-121951-A-8.wav,A goat bleats nearby.
2-64962-A-15.wav,The sound is that of water dripping and running continuously.
5-178997-A-24.wav,It is a cough.
2-64963-A-15.wav,The sound is that of water dripping continuously.
1-21934-A-38.wav,The sound is that of a clock ticking.
2-137162-A-11.wav,The sound is of ocean waves crashing onto the shore.
2-133889-A-30.wav,This is the sound of knocking on a door.
1-21935-A-38.wav,It is the sound of a clock ticking.
1-34119-A-1.wav,It is the sound of a rooster crowing.
2-117615-D-48.wav,This is the sound of fireworks.
5-254832-A-15.wav,The sound is that of water dripping.
2-84965-A-23.wav,It is a human voice accompanied by a sigh.
2-107351-A-20.wav,A baby crying loudly.
2-109505-A-21.wav,A sneeze.
1-57795-A-8.wav,A group of sheep making noises.
1-18527-A-44.wav,It is the sound of a motor vehicle engine idling.
5-215449-A-47.wav,The sound is that of an airplane flying overhead.
1-94231-B-32.wav,Typing on a keyboard.
2-32834-A-4.wav,The sound is that of a frog croaking nearby.
4-140034-A-46.wav,"It is the sound of a bell, specifically a church bell, throughout the entire duration of the audio."
1-17295-A-29.wav,The sound is of a person drinking through a straw.
5-214869-A-9.wav,It is the sound of a large number of crows cawing.
1-72229-A-6.wav,This is the sound of a rooster crowing in the morning.
1-56380-A-5.wav,A cat meowing repeatedly.
2-118104-A-21.wav,It is a sneeze.
1-1791-A-26.wav,human voice and laughter
4-188595-A-29.wav,This is the sound of a person drinking from a glass.
4-204612-A-31.wav,This is the sound of a mouse clicking.
3-144253-A-29.wav,This is the sound of a person swallowing and sighing.
2-160128-A-7.wav,A housefly buzzing around.
4-167571-A-26.wav,It is a human voice with laughter.
5-202795-A-3.wav,This is the sound of a cow moaning.
3-125418-A-24.wav,It is a cough.
3-103051-C-19.wav,This is the sound of a thunderstorm with distant thunder and wind.
1-80785-A-7.wav,It is the buzzing of a fly.
2-109316-A-32.wav,Typing on a keyboard.
4-185415-A-21.wav,It is a sneeze.
5-233607-A-39.wav,The sound is that of a glass bottle being dropped and shattering.
3-105236-A-7.wav,A housefly buzzing around.
3-148932-A-34.wav,A can is being opened.
5-193473-B-12.wav,The sound is that of a fire crackling.
1-30709-C-23.wav,It's a sniff.
4-218199-B-35.wav,"This is an experimental and dark electronic piece with synthesizers, drums, bass, piano, and keyboard. The atmosphere is ambient and soundscape-like."
2-107228-A-44.wav,It is the sound of an engine idling.
1-25777-A-48.wav,This is the sound of fireworks.
5-200339-A-1.wav,It is the sound of a rooster crowing.
5-221568-A-22.wav,"This is the sound of human group actions, specifically applause."
2-57191-A-46.wav,"A bell, change ringing (campanology)"
1-53467-A-47.wav,A small plane flies by in the sky.
4-200330-A-6.wav,The sound is that of a rooster crowing.
1-57316-A-13.wav,It is the sound of coins dropping.
2-37870-A-2.wav,This is the sound of a pig oinking.
2-133863-A-11.wav,The sound is of ocean waves crashing onto the shore.
2-108763-A-9.wav,The sound is of a bird cawing sharply and other birds chirping in the background.
4-177250-A-10.wav,It is the sound of water flowing and bubbling continuously.
2-110011-A-5.wav,It's a cat meowing.
1-50060-A-10.wav,It is the sound of water flowing continuously and rapidly.
3-129338-A-13.wav,Crickets chirping in the background.
2-103423-A-3.wav,It is the sound of a cow moaning.
3-136451-A-45.wav,The sound is that of a train chugging by quickly.
2-130245-A-34.wav,A can being opened.
3-130998-A-28.wav,It is a cough and throat clearing.
3-152039-B-3.wav,"This is a live recording of a shofar being played at a high pitch with a lot of vibrato. In the background, people can be heard murmuring."
2-83667-A-34.wav,It is the sound of a drink can being opened and closed.
3-62878-A-42.wav,"It is the sound of an emergency vehicle, specifically a siren on a police car."
1-77160-A-3.wav,"This is the sound of a large animal, likely a cow, making a low sound."
5-209992-A-44.wav,This is the sound of a truck engine idling.
5-180156-C-43.wav,It is the sound of a truck horn honking continuously.
1-7974-A-49.wav,A machine cutting through material.
5-103415-A-2.wav,This is the sound of a farm pig grunting and squealing.
2-173559-A-39.wav,The sound is that of a large number of glass pieces shattering.
5-254160-A-22.wav,This is the sound of people applauding.
2-141682-A-36.wav,It is the sound of an electric shaver being used.
3-104761-A-7.wav,"It is the sound of a fly, a bee or a wasp and a buzz."
5-198411-A-20.wav,It's a baby crying.
3-171937-A-34.wav,A can being opened.
3-110536-A-26.wav,It is a human voice with laughter.
3-70962-C-4.wav,"This sound includes various sounds of wild animals, specifically frogs, at multiple intervals."
2-81112-A-34.wav,The sound is of a carbonated beverage being opened.
2-28314-B-12.wav,This is the sound of a fire crackling.
5-234879-A-1.wav,This is the sound of a rooster crowing in the morning.
2-96063-A-37.wav,It is the sound of an alarm clock.
4-160036-A-33.wav,"This is a dark experimental electronic piece with a weird ambience. The instruments include a synthesizer, bass, drums, and electric guitar."
3-132747-A-26.wav,It is a human voice with laughter.
3-161010-A-43.wav,It is the sound of a truck horn honking followed by the sound of an engine accelerating.
3-149448-A-17.wav,The sound of liquid being poured from a container into another container.
4-154405-B-27.wav,The sound is of someone brushing their teeth and then rinsing their mouth.
5-213836-C-9.wav,The sound is of a bird cawing loudly and repetitively.
1-56907-A-46.wav,"The sound is that of a bell, specifically a church bell, throughout the entire duration of the audio."
1-41615-A-34.wav,A can is being opened.
5-177957-E-40.wav,This is the sound of an engine idling.
2-86160-A-27.wav,This is the sound of someone brushing their teeth.
4-102844-B-49.wav,This is the sound of a wooden file being used to smooth a surface.
3-166546-A-34.wav,This is the sound of a can being opened.
1-23094-A-15.wav,The sound is that of water dripping continuously.
3-144692-A-21.wav,It is a sneeze.
2-51630-B-49.wav,"This is the sound of a long, continuous scraping."
4-181999-A-36.wav,This is the sound of a helicopter flying in the sky.
2-50666-A-20.wav,It's a baby crying.
2-166644-A-2.wav,This is the sound of a pig oinking repeatedly.
3-95695-A-5.wav,A cat meowing twice.
1-39937-A-28.wav,It is a respiratory sound.
4-149294-A-41.wav,A light engine with a high frequency resembling a lawn mower.
1-62849-A-38.wav,The sound is that of a clock ticking.
4-209536-A-37.wav,It's a telephone bell ringing.
3-151269-A-35.wav,It is the sound of an engine idling.
5-160614-C-48.wav,This is the sound of fireworks.
2-80313-A-28.wav,It is the sound of someone snoring.
3-103050-A-19.wav,This is the sound of a thunderstorm with strong winds and distant thunder.
1-208757-C-2.wav,This is the sound of a pig oinking repeatedly.
2-80482-A-20.wav,This is the sound of a baby crying loudly.
3-103051-A-19.wav,This is the sound of a thunderstorm with distant thunder and wind.
3-149465-A-22.wav,It is the sound of people applauding.
2-59565-A-46.wav,Continuous ringing of a bell.
3-157615-A-10.wav,It is the sound of water flowing continuously.
1-85123-A-31.wav,It is the sound of a clock ticking.
1-30709-A-23.wav,It is a sigh.
1-36400-A-23.wav,It's a human voice with a sigh.
5-235507-A-44.wav,It is the sound of a car engine idling.
3-177083-A-22.wav,It is the sound of people applauding.
5-233260-A-23.wav,It is the sound of a person sniffing.
3-177082-A-22.wav,A large number of people applauding.
3-187710-A-11.wav,The sound is of ocean waves crashing onto the shore.
4-175846-A-43.wav,It is the sound of a car horn honking continuously.
3-103597-A-25.wav,It is the sound of ocean waves crashing onto the shore.
5-208761-A-24.wav,It is a cough.
3-151080-A-20.wav,A baby crying loudly.
3-151081-A-20.wav,A baby crying loudly.
2-118964-A-0.wav,A dog barks sharply.
5-157204-B-16.wav,It is the sound of an engine idling.
3-155570-A-32.wav,Typing on a keyboard.
3-145382-A-1.wav,It is the sound of a rooster crowing.
1-47714-A-16.wav,It is an artificial sound created by a machine.
2-134700-A-38.wav,The sound is that of a clock ticking.
4-156843-A-21.wav,It is a sneeze.
4-186936-A-44.wav,It is the sound of an engine idling.
2-87794-A-24.wav,It is a cough.
3-128160-A-44.wav,It is the sound of a vehicle engine idling.
2-87795-A-24.wav,It is a cough.
2-139748-B-15.wav,The sound is that of water dripping onto a surface repeatedly.
5-212054-A-36.wav,A power tool being used on wood.
4-216211-A-14.wav,This is the sound of a frog croaking at various intervals.
1-64398-A-41.wav,"The sound is that of a chainsaw being started up, revved a couple of times, and then allowed to idle."
2-67422-A-18.wav,This is the sound of a toilet being flushed.
5-215658-B-12.wav,It is the sound of rain falling and wind blowing.
2-128465-B-43.wav,It is the sound of a car horn honking continuously.
1-24524-C-19.wav,It is the sound of a thunderstorm with loud thunder and strong winds.
1-39835-A-9.wav,This is the sound of a bird cawing loudly and repetitively.
3-117883-A-37.wav,It's an alarm sound.
4-198965-A-38.wav,The sound is that of a clock ticking.
3-147965-A-12.wav,This is the sound of rain falling on a surface.
3-160119-A-15.wav,The sound is that of a liquid being poured into a container that already contains some liquid.
1-59102-A-13.wav,"It is the sound of a fly, a bee or a wasp and a buzz."
4-195805-A-13.wav,Crickets chirping in the distance.
1-54084-A-42.wav,"This is the sound of a siren, specifically a civil defense siren, which is used as an alert for various emergency situations."
5-188495-A-19.wav,This is the sound of a thunderstorm with distant thunder.
4-184434-A-21.wav,It is a sneeze.
2-104105-A-19.wav,This is the sound of a thunderstorm with distant thunder and rain falling.
1-18757-A-4.wav,This is the sound of a frog croaking repeatedly.
3-108451-B-17.wav,The sound is of liquid being poured from one vessel into another.
3-249913-A-25.wav,The sound is of someone walking on a sidewalk.
4-195497-B-11.wav,It is the sound of ocean waves crashing onto the shore.
4-169726-A-24.wav,It is a cough.
1-31748-A-21.wav,It is a sneeze.
5-253094-B-49.wav,It is the sound of sanding a surface.
2-65747-A-12.wav,This is the sound of a fire crackling.
5-242711-A-9.wav,The sound is of a bird cawing sharply and repetitively.
4-174860-B-3.wav,"This is the sound of a large animal, possibly a whale or an orca, vocalizing."
4-172143-A-13.wav,It is the sound of a cricket chirping.
3-139109-A-46.wav,"It is the sound of a bell, specifically a church bell, throughout the entire duration of the audio."
3-188726-A-35.wav,The sound is of an engine idling loudly.
4-161579-B-40.wav,A helicopter flying in the sky.
4-125072-B-19.wav,It is the sound of a thunderstorm with loud thunder and strong winds.
3-163607-B-13.wav,Crickets chirping in the distance.
1-115545-B-48.wav,It is the sound of fireworks.
2-82274-B-5.wav,It is the sound of a cat meowing repeatedly.
1-110389-A-0.wav,A dog barks sharply.
2-50668-B-41.wav,A light engine with high frequency resembling a chainsaw.
4-186940-A-44.wav,This is the sound of a medium sized engine idling.
5-188796-A-45.wav,The sound is that of a train running on railroad tracks passing by.
4-179836-A-34.wav,A can is being opened.
1-61212-A-32.wav,Typing on a keyboard.
2-104877-A-3.wav,"This is a low quality, noisy recording featuring a wide, muffled sound of a cow moaning and a distant, high pitched whistle."
4-189828-A-22.wav,It is the sound of a crowd applauding.
4-204777-B-39.wav,Shattering and crashing occur multiple times.
5-160614-A-48.wav,This is the sound of fireworks.
3-156581-A-14.wav,The sound is of birds chirping lightly throughout the entire duration of the audio.
2-119139-A-31.wav,It is the sound of a computer mouse clicking.
2-76868-A-6.wav,"This is the sound of a rooster, specifically a cock-a-doodle-doo."
1-79220-A-17.wav,The sound is of liquid being poured from one vessel into another.
1-58792-A-24.wav,It is a respiratory sound characterized by a sneeze.
1-73585-A-7.wav,This is the sound of a bee buzzing.
5-251971-A-47.wav,The sound is that of a plane flying by in the sky.
3-96606-B-49.wav,A person sawing through material.
5-198278-B-7.wav,A group of bees are buzzing.
4-185619-A-21.wav,It is a sneeze.
3-208820-A-49.wav,"It is the sound of a non-motorized land vehicle, a bicycle, with the sound of the wheels turning and the chain moving."
2-52001-B-28.wav,This is the sound of a dog snoring.
3-120644-A-12.wav,This is the sound of a fire crackling.
4-198962-B-25.wav,"The sound is that of someone walking on a hard surface, specifically a wooden floor, and it's getting softer as the person moves away."
5-156999-D-19.wav,This is the sound of a thunderstorm with distant thunder and wind.
2-102581-A-29.wav,This is the sound of a liquid being poured into a container.
2-110010-A-5.wav,It is the sound of a cat meowing.
2-81970-B-7.wav,It is the buzzing of a mosquito.
5-180156-A-43.wav,The sound is of a car honk passing by.
3-118487-A-26.wav,human voice and laughter
3-95694-A-5.wav,A cat meowing twice.
5-197446-A-7.wav,A group of bees are buzzing around.
4-195451-A-44.wav,It is the sound of a car engine idling.
5-250753-A-34.wav,The sound is that of a can being opened.
2-60180-B-49.wav,This is the sound of a file being used on wood.
1-20736-A-18.wav,This is the sound of a toilet being flushed.
1-28135-A-11.wav,The sound is of ocean waves crashing onto the shore.
4-202298-A-31.wav,The sound is that of a computer mouse clicking repeatedly.
5-216368-A-28.wav,It is a sigh.
1-39901-B-11.wav,This is the sound of ocean waves crashing onto the shore.
4-133047-B-5.wav,A cat meowing softly and growling slightly.
4-90014-A-42.wav,"It is the siren of an emergency vehicle, specifically a fire engine - fire truck (siren)."
1-51147-A-25.wav,This is the sound of liquid being poured and splashed.
5-198411-C-20.wav,respiratory sounds and cough.
1-104089-B-22.wav,It is the sound of human group clapping.
4-223125-A-14.wav,It is the sound of birds chirping in the wind.
3-246513-A-16.wav,The sound is that of wind rushing by quickly.
1-97793-A-31.wav,"This is the sound of a single click, commonly associated with a computer mouse or other pointing device."
1-4211-A-12.wav,This is the sound of a fire crackling.
5-198891-A-8.wav,A goat is bleating nearby.
4-201800-A-31.wav,This is the sound of a mouse being clicked repeatedly.
5-194899-B-3.wav,This is the sound of a mother cow calling her calf.
3-140199-A-8.wav,A flock of sheep baaing.
3-144106-A-32.wav,Typing on a keyboard.
1-79711-A-32.wav,Typing on a keyboard.
3-166326-A-15.wav,The sound is of water dripping and bubbling.
5-218980-A-30.wav,"The sound is that of a hard object hitting a hard surface, resembling a敲门的声音, only to be followed by silence."
3-135650-A-45.wav,It is the sound of a train moving on railroad tracks passing by.
5-179868-A-43.wav,It is the sound of a car alarm and a car horn honking together.
5-218981-A-30.wav,This is the sound of a door being opened and closed repeatedly.
4-191687-A-0.wav,It is the sound of a dog barking continuously.
1-33658-A-26.wav,It is the sound of human voice and laughter.
2-83934-A-5.wav,It is a cat meowing.
4-161105-A-47.wav,A small plane with a propeller is flying in the sky.
3-104958-A-12.wav,It is the sound of a fire crackling.
2-84693-A-49.wav,It is the sound of sanding a surface.
5-117250-A-2.wav,This is the sound of a pig oinking.
4-165933-A-45.wav,It is the sound of a train running on railroad tracks passing by.
2-30322-B-12.wav,This is the sound of a fire crackling.
4-188003-A-34.wav,A can is being opened.
5-197988-A-46.wav,"The sound is that of a bell ringing, specifically change ringing which is a form of campanology."
2-118459-B-32.wav,Typing on a keyboard.
5-243773-B-44.wav,It is the sound of an engine idling.
2-77945-A-41.wav,"A light engine with high frequency resembling a chainsaw starts up, idles, and then accelerates."
2-102414-F-17.wav,The sound is of liquid being poured from one vessel into another.
1-31251-A-6.wav,"The sound is of a rooster, specifically a cock-a-doodle-doo."
3-112356-A-18.wav,A toilet is being flushed.
5-242932-A-26.wav,It is the sound of a baby laughing.
4-180453-A-17.wav,The sound is of liquid being poured from one vessel into another.
2-120218-B-30.wav,The sound is that of someone knocking on a door rapidly and persistently.
3-155312-A-0.wav,A dog barks continuously.
3-124795-A-28.wav,This is the sound of a person snoring.
3-143933-A-38.wav,The sound is that of a clock ticking.
4-170078-A-1.wav,This is the sound of a rooster crowing in the morning.
1-26143-A-21.wav,It is a sneeze.
1-9841-A-13.wav,Crickets chirping in the evening.
3-181278-A-22.wav,This is the sound of a crowd clapping.
3-123224-A-19.wav,This is the sound of a thunderstorm with heavy rain falling and strong winds blowing.
4-169127-B-41.wav,The sound is of a light engine with high frequency resembling a chainsaw.
3-138212-A-45.wav,It is the sound of a train passing by quickly.
1-23706-A-49.wav,It is the sound of a tool being used on wood.
2-18766-A-12.wav,This is the sound of a fire crackling.
4-204202-A-29.wav,A person is drinking from a bottle.
5-181766-A-10.wav,The sound is that of water trickling continuously.
3-145719-A-17.wav,The sound of liquid being poured into a container.
5-198891-C-8.wav,A group of farm animals making noises.
3-140199-C-8.wav,A large group of farm animals bleat in unison.
2-78781-A-47.wav,The sound is that of a plane flying by in the sky.
4-197454-B-28.wav,It is the sound of a person snoring.
1-115546-A-48.wav,The sound is that of fireworks exploding in the sky.
5-204352-A-13.wav,It is the sound of a cricket chirping.
5-186924-A-12.wav,It is the sound of a car engine idling loudly.
5-141683-A-35.wav,It is the sound of an engine idling.
2-110614-A-8.wav,A flock of sheep baaing.
4-165845-B-45.wav,This is the sound of a train passing on a train track.
1-155858-D-25.wav,"The sound is of footsteps on a hard surface, such as pavement or concrete, and it is getting softer as the person moves away."
4-150364-A-46.wav,"It is the sound of a bell, specifically a church bell, throughout the entire duration of the audio."
3-136288-A-0.wav,A dog barks continuously.
4-157297-A-21.wav,A person sneezing.
1-137296-A-16.wav,The sound is that of strong wind blowing and waves splashing.
1-53670-A-18.wav,It is the sound of a toilet flushing.
3-171012-A-38.wav,The sound is that of a clock ticking.
3-119120-C-48.wav,This is the sound of fireworks.
5-156026-B-4.wav,It is the sound of a frog croaking nearby.
5-103422-A-2.wav,This is the sound of a pig snorting.
1-72195-A-37.wav,It is a beep - bleep sound.
5-212454-A-0.wav,This is the sound of a dog barking repeatedly.
5-219379-C-11.wav,The sound is of ocean waves crashing onto the shore.
2-124662-A-11.wav,The sound is of water splashing continuously.
5-179863-A-43.wav,It is the sound of a car horn honking continuously.
4-119648-D-48.wav,This is the sound of fireworks.
5-244310-A-25.wav,It is the sound of someone walking on a gravel path.
5-173568-A-33.wav,It is the sound of a door being opened and closed repeatedly.
5-236299-A-34.wav,A drink can being opened.
1-95563-A-31.wav,Continuous clicking of a computer mouse.
4-173865-A-9.wav,This is the sound of a crow cawing.
1-100032-A-0.wav,A dog barks quickly.
2-72547-B-14.wav,The sound is of birds chirping lightly throughout the entire duration.
3-68630-B-40.wav,The audio contains the sound of an engine idling loudly.
5-209989-A-22.wav,"This is the sound of human group actions, specifically applause."
5-208624-A-38.wav,It is the sound of a clock ticking.
1-76831-D-42.wav,An emergency vehicle with sirens passing by.
4-212728-A-34.wav,This is the sound of a carbonated beverage being opened.
3-170002-A-34.wav,A can is being opened.
5-211197-A-24.wav,respiratory sounds and cough.
1-52266-A-24.wav,It is a cough.
1-62509-A-45.wav,This is the sound of a train passing on a railroad from a distance.
5-218196-A-27.wav,This is the sound of someone brushing their teeth.
2-132157-A-11.wav,The sound is of water splashing and flowing.
4-198841-A-37.wav,This is the sound of an alarm clock.
3-129264-A-9.wav,This is the sound of a duck quacking repeatedly.
4-195305-A-31.wav,It is the sound of a mouse clicking repeatedly.
5-194892-A-10.wav,The sound is that of water pouring into a small sink or falling onto a surface.
4-125071-A-19.wav,It is the sound of wind blowing and a motorcycle engine running.
1-16746-A-15.wav,The sound is that of water dripping.
1-30830-A-24.wav,It is a cough.
5-243025-A-25.wav,It is the sound of someone walking on gravel.
4-125070-A-19.wav,It is the sound of a thunderstorm with loud thunder and rain falling.
1-17808-B-12.wav,This is the sound of a fire crackling.
